"Term","Overlap","P.value","Adjusted.P.value","Old.P.value","Old.Adjusted.P.value","Odds.Ratio","Combined.Score","Genes"
"LJP005 PC3 24H-crizotinib-3.33","7/45",4.08364597951792e-05,0.00727174400471038,0,0,7.35487260309955,74.3278663222094,"STAT1;MX1;IFI6;ISG15;IFIT1;TICAM1;IFI44L"
"CPC013 HA1E 6H-s1040-10.0","8/61",4.13822273439794e-05,0.00732952273721895,0,0,6.20082936092702,62.5828566322557,"ACVR1;HLA-DMA;APOBEC3G;HFE;RFX5;BAHCC1;BIRC3;CRYZ"
"CPC006 A549 24H-trichostatin a-10.0","11/118",4.18756129754732e-05,0.0073774583902162,0,0,4.40758103938775,44.4319734851005,"ACVR1;FAM125B;CASP10;ELF4;COBLL1;CCL5;RFX5;ITGB2;PMAIP1;ATXN7L1;ERG"
"CPC006 HCC515 24H-hdac6 inhibitor isox-10.0","16/235",4.34844156847224e-05,0.00762035625340578,0,0,3.21915396609828,32.3303107704649,"CDV3;APOBEC3G;BTN3A1;EED;UBE2L6;CYLD;NUDT21;FRAT2;PTPRC;BCL6;CCL5;RFX5;IKBKE;CYTH1;ARHGEF6;ASB1"
"CPC019 A549 24H-BRD-A94377914-10.0","12/140",4.36251600158945e-05,0.0076047838151918,0,0,4.05268490374873,40.6884559653993,"CD52;CDV3;NUDT21;HLA-DMA;PTPRC;FAM125B;CASP10;EED;RFX5;ATXN7L1;IKBKE;ASB1"
"LJP006 HME1 24H-BI-2536-10","11/119",4.52792877419355e-05,0.00785180779738558,0,0,4.37054254325844,43.7170548093903,"GLIPR1;WARS;IFI16;RARRES3;RFTN1;FAS;NMI;CD69;GBP1;PSMB8;PSMB9"
"LJP008 HA1E 24H-pracinostat-10","15/211",4.58378863199094e-05,0.00790727412917563,0,0,3.36123155524184,33.5800463734681,"NMI;TRAF1;CFLAR;PSMB8;UBE2J1;ZEB1;IFI16;CD58;NBN;PLCB1;APOL1;IL7R;GBP1;CD44;MAP4K4"
"CPC014 PC3 6H-a-1065-10.0","8/62",4.66460807087339e-05,0.00800499916660092,0,0,6.10081598413788,60.8429598048868,"TNIP1;EED;RFX5;ERAP1;ERG;ARHGAP15;MYO1F;ICAM1"
"CPC015 A375 6H-brazilin-10.0","8/62",4.66460807087339e-05,0.00796373628429885,0,0,6.10081598413788,60.8429598048868,"CD97;CYLD;PLSCR1;HLA-DMA;BCL6;HFE;COBLL1;ASB1"
"LJP005 HEPG2 24H-radicicol-10","12/141",4.67887702784006e-05,0.00794713261738926,0,0,4.02394245762286,40.1181724667766,"PYCARD;IFITM1;LSM6;OAS1;MX1;ICAM2;IFI44;ISG15;IFIT1;DDX60;IFI44L;TRIM22"
"CPC014 HA1E 6H-BRD-A20697603-10.0","10/99",4.69189321050164e-05,0.00792858137882779,0,0,4.775891300714,47.6017350543169,"FAM174B;CCL5;RFX5;ZYX;UBE2L6;ATXN7L1;CFLAR;CRYZ;MAP4K4;ASB1"
"CPC014 HT29 6H-s1475-10.0","10/99",4.69189321050164e-05,0.0078883347728439,0,0,4.775891300714,47.6017350543169,"CYLD;NUDT21;HLA-DMA;TNIP1;COBLL1;CCL5;RFX5;CPOX;BAHCC1;AIF1"
"LJP008 HA1E 24H-(+)-JQ1-0.12","10/99",4.69189321050164e-05,0.00784849469823357,0,0,4.775891300714,47.6017350543169,"CXCL11;RARRES3;TRBC1;GBP2;RASGRP1;GBP1;CYTH1;PSMB8;ICAM1;PSMB9"
"LJP008 MCF7 24H-GSK-461364-0.37","7/46",4.72981908339767e-05,0.00787217778197057,0,0,7.19498406824956,71.6551234285715,"IFITM1;CXCL11;CLEC7A;DPYD;TNFSF10;FAS;TRIM22"
"LJP005 SKBR3 24H-withaferin-a-0.37","7/46",4.72981908339767e-05,0.00783281689306072,0,0,7.19498406824956,71.6551234285715,"STAT1;IRF1;TAP1;FAS;GBP1;PSMB8;PSMB9"
"LJP005 MCF7 3H-NVP-BEZ235-10","9/80",4.78409257044479e-05,0.00788328010078119,0,0,5.31914893617021,52.9129207367008,"IFITM1;IL1RN;PTPRC;LAMP3;CCL5;RFX5;FAS;ISG15;IFIT1"
"LJP005 HS578T 3H-vemurafenib-0.04","6/32",4.91048843163205e-05,0.00805149937346957,0,0,8.86524822695035,87.9570217305008,"ISG20;TCF7L2;NCF2;CCL5;ISG15;ERG"
